Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Shots,SoT,Yellows,Reds,Touches,Press,Tackles,Interceptions,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,Carries,Prog,Succ,Att,Report,Name
Sat,USL Champ,Regular Season,Away,W 2–1,Atlanta 2,Hartford,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,Justin Garces
Sat,USL Champ,Regular Season,Home,L 0–4,Atlanta 2,Detroit City,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,Justin Garces
Sat,USL Champ,Regular Season,Away,L 1–2,Atlanta 2,Indy Eleven,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,Justin Garces
Sun,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Inter Miami,N,"On matchday squad, but did not play",Match Report,Justin Garces
Wed,USL Champ,Regular Season,Home,L 0–4,Atlanta 2,Louisville City,N,"On matchday squad, but did not play",Match Report,Justin Garces
Sat,USL Champ,Regular Season,Away,L 1–3,Atlanta 2,Detroit City,N,"On matchday squad, but did not play",Match Report,Justin Garces
,,,,,,,,,,Justin Garces
Sat,USL Champ,Regular Season,Home,W 2–0,Atlanta 2,Loudoun Utd,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,Justin Garces
Sat,USL Champ,Regular Season,Home,L 0–3,Atlanta 2,Hartford,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Match Report,Justin Garces
Sat,USL Champ,Regular Season,Away,L 1–3,Atlanta 2,Oakland Roots SC,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,Justin Garces
Wed,USL Champ,Regular Season,Away,W 4–3,Atlanta 2,Charleston,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,Justin Garces
Sat,USL Champ,Regular Season,Home,D 2–2,Atlanta 2,El Paso,N,"On matchday squad, but did not play",Match Report,Justin Garces
Wed,USL Champ,Regular Season,Home,D 3–3,Atlanta 2,Birmingham,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,Justin Garces
Sat,USL Champ,Regular Season,Away,L 1–2,Atlanta 2,FC Tulsa,N,"On matchday squad, but did not play",Match Report,Justin Garces
Sat,USL Champ,Regular Season,Away,L 0–5,Atlanta 2,San Antonio,N,"On matchday squad, but did not play",Match Report,Justin Garces
Sun,Liga MX,Clausura 2022 Regular Season,Home,W 3–0,Guadalajara,Mazatlán,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,Raúl Gudiño
Sun,Liga MX,Clausura 2022 Regular Season,Away,L 1–2,Guadalajara,Pachuca,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,Raúl Gudiño
Sat,Liga MX,Clausura 2022 Regular Season,Home,D 1–1,Guadalajara,Querétaro,Y,GK,90,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,Match Report,Raúl Gudiño
Wed,Liga MX,Clausura 2022 Regular Season,Away,W 3–1,Guadalajara,FC Juárez,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,Raúl Gudiño
Sat,Liga MX,Clausura 2022 Regular Season,Home,L 1–3,Guadalajara,UANL,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,Raúl Gudiño
Sat,Liga MX,Clausura 2022 Regular Season,Away,L 1–2,Guadalajara,León,Y,GK,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,Raúl Gudiño
Sat,Liga MX,Clausura 2022 Regular Season,Home,L 2–3,Guadalajara,Puebla,Y,GK,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Match Report,Raúl Gudiño
Wed,Liga MX,Clausura 2022 Regular Season,Away,D 2–2,Guadalajara,Atlético,Y,GK,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Match Report,Raúl Gudiño
Sat,Liga MX,Clausura 2022 Regular Season,Home,W 1–0,Guadalajara,Santos,N,"On matchday squad, but did not play",Match Report,Raúl Gudiño
Sat,Liga MX,Clausura 2022 Regular Season,Home,D 0–0,Guadalajara,América,N,"On matchday squad, but did not play",Match Report,Raúl Gudiño
Sun,Liga MX,Clausura 2022 Regular Season,Away,D 1–1,Guadalajara,Atlas,N,"On matchday squad, but did not play",Match Report,Raúl Gudiño
Sat,Liga MX,Clausura 2022 Regular Season,Away,D 1–1,Guadalajara,Toluca,Y,GK,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Match Report,Raúl Gudiño
Wed,Liga MX,Clausura 2022 Regular Season,Home,L 1–3,Guadalajara,Monterrey,N,"On matchday squad, but did not play",Match Report,Raúl Gudiño
Sat,Liga MX,Clausura 2022 Regular Season,Away,W 1–0,Guadalajara,Cruz Azul,N,"On matchday squad, but did not play",Match Report,Raúl Gudiño
Tue,Liga MX,Clausura 2022 Regular Season,Home,W 2–1,Guadalajara,Tijuana,N,"On matchday squad, but did not play",Match Report,Raúl Gudiño
Sat,Liga MX,Clausura 2022 Regular Season,Home,W 3–1,Guadalajara,UNAM,N,"On matchday squad, but did not play",Match Report,Raúl Gudiño
Fri,Liga MX,Clausura 2022 Regular Season,Away,W 1–0,Guadalajara,Necaxa,N,"On matchday squad, but did not play",Match Report,Raúl Gudiño
,,,,,,,,,,Raúl Gudiño
Thu,Liga MX,Quarter-finals,Home,L 1–2,Guadalajara,Atlas,N,"On matchday squad, but did not play",Match Report,Raúl Gudiño
Sun,Liga MX,Quarter-finals,Away,D 1–1,Guadalajara,Atlas,N,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,Raúl Gudiño
Sat,MLS,Regular Season,Home,L 0–3,Atlanta Utd,Austin FC,N,"On matchday squad, but did not play",Match Report,Raúl Gudiño
Wed,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Real Salt Lake,N,"On matchday squad, but did not play",Match Report,Raúl Gudiño
Sun,MLS,Regular Season,Home,D 1–1,Atlanta Utd,Orlando City,N,"On matchday squad, but did not play",Match Report,Raúl Gudiño
