Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Shots,SoT,Yellows,Reds,Touches,Press,Tackles,Interceptions,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,Carries,Prog,Succ,Att,Report,Name
Sat,MLS,Regular Season,Away,L 0–3,Atlanta Utd,Colorado Rapids,Y,CB,85,0,0,0,0,1,0,2,1,79,8,1,1,3,0.2,0.2,0.0,0,0,64,72,88.9,4,48,6,0,0,Match Report,Miles Robinson
,,,,,,,,,,Miles Robinson
Sat,MLS,Regular Season,Home,D 3–3,Atlanta Utd,CF Montréal,Y,CB,90,0,0,0,0,1,0,0,0,57,10,0,0,5,0.0,0.0,0.0,0,0,40,48,83.3,5,35,2,0,0,Match Report,Miles Robinson
Thu,WCQ,Third round,Away,D 0–0,us United States,mx Mexico,Y,CB,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,,Match Report,Miles Robinson
Sun,WCQ,Third round,Home,W 5–1,us United States,pa Panama,Y,CB,64,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report,Miles Robinson
Wed,WCQ,Third round,Away,L 0–2,us United States,cr Costa Rica,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,Match Report,Miles Robinson
Sat,MLS,Regular Season,Away,W 1–0,Atlanta Utd,D.C. United,N,"CB,RW",17,0,0,0,0,0,0,0,0,12,2,1,0,0,0.0,0.0,0.0,0,0,7,10,70.0,2,7,2,0,0,Match Report,Miles Robinson
Sun,MLS,Regular Season,Away,L 0–1,Atlanta Utd,Charlotte FC,Y,CB,90,0,0,0,0,1,0,0,0,72,17,2,4,3,0.1,0.1,0.0,0,0,46,55,83.6,4,46,1,0,0,Match Report,Miles Robinson
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,Y,CB,90,0,0,0,0,0,0,0,0,69,7,3,2,0,0.0,0.0,0.0,0,0,56,63,88.9,3,42,2,0,0,Match Report,Miles Robinson
Sun,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Inter Miami,Y*,CB,90,0,0,0,0,0,0,0,0,70,4,1,2,0,0.0,0.0,0.0,0,0,63,65,96.9,7,41,3,0,0,Match Report,Miles Robinson
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,CF Montréal,Y*,CB,90,0,0,0,0,0,0,0,0,76,8,1,0,3,0.0,0.0,0.0,1,0,64,72,88.9,1,58,3,0,0,Match Report,Miles Robinson
Sat,MLS,Regular Season,Home,W 4–1,Atlanta Utd,Chicago Fire,Y*,CB,17,0,0,0,0,0,0,0,0,16,1,0,0,0,0.0,0.0,0.0,0,0,12,14,85.7,1,11,0,0,0,Match Report,Miles Robinson
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,CF Montréal,N,"On matchday squad, but did not play",Match Report,Rocco Ríos Novo
Sat,MLS,Regular Season,Home,W 4–1,Atlanta Utd,Chicago Fire,N,"On matchday squad, but did not play",Match Report,Rocco Ríos Novo
Sun,MLS,Regular Season,Home,D 2–2,Atlanta Utd,New England,N,"On matchday squad, but did not play",Match Report,Rocco Ríos Novo
Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Nashville,N,"On matchday squad, but did not play",Match Report,Rocco Ríos Novo
Sat,MLS,Regular Season,Home,L 1–2,Atlanta Utd,Columbus Crew,N,"On matchday squad, but did not play",Match Report,Rocco Ríos Novo
Wed,USL Champ,Regular Season,Home,L 3–4,Atlanta 2,RGV Toros,Y,GK,90,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Rocco Ríos Novo
Sat,USL Champ,Regular Season,Away,L 2–5,Atlanta 2,Memphis,Y,GK,90,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Rocco Ríos Novo
Sun,MLS,Regular Season,Home,W 2–0,Atlanta Utd,Inter Miami,Y,GK,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0.0,0.0,0.0,0,0,28,32,87.5,0,20,0,0,0,Match Report,Rocco Ríos Novo
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Toronto FC,Y,GK,90,0,0,0,0,0,0,0,0,56,0,0,0,0,0.0,0.0,0.0,0,0,47,55,85.5,0,34,0,0,0,Match Report,Rocco Ríos Novo
Thu,MLS,Regular Season,Away,L 1–2,Atlanta Utd,NY Red Bulls,Y,GK,90,0,0,0,0,0,0,1,0,64,0,0,0,0,0.0,0.0,0.0,0,0,57,64,89.1,0,49,0,0,0,Match Report,Rocco Ríos Novo
Sun,MLS,Regular Season,Away,D 2–2,Atlanta Utd,NYCFC,Y,GK,90,0,0,0,0,0,0,0,0,57,0,0,0,0,0.0,0.0,0.0,0,0,48,56,85.7,0,45,0,0,0,Match Report,Rocco Ríos Novo
Sat,MLS,Regular Season,Home,L 0–3,Atlanta Utd,Austin FC,Y,GK,90,0,0,0,0,0,0,0,0,42,0,0,0,0,0.0,0.0,0.0,0,0,37,39,94.9,0,30,0,0,0,Match Report,Rocco Ríos Novo
Wed,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Real Salt Lake,Y,GK,90,0,0,0,0,0,0,0,0,26,0,0,0,0,0.0,0.0,0.0,0,0,22,25,88.0,0,16,0,0,0,Match Report,Rocco Ríos Novo
Sun,MLS,Regular Season,Home,D 1–1,Atlanta Utd,Orlando City,Y,GK,90,0,0,0,0,0,0,0,0,19,0,0,0,0,0.0,0.0,0.0,0,0,19,19,100.0,0,14,0,0,0,Match Report,Rocco Ríos Novo
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,Y*,GK,90,0,0,0,0,0,0,0,0,45,0,0,0,0,0.0,0.0,0.0,0,0,29,44,65.9,0,29,0,0,0,Match Report,Brad Guzan
Sat,MLS,Regular Season,Away,L 0–3,Atlanta Utd,Colorado Rapids,Y*,GK,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0.0,0.0,0.0,0,0,26,31,83.9,0,20,0,1,1,Match Report,Brad Guzan
Sun,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Charlotte FC,Y*,GK,90,0,0,0,0,0,0,0,0,50,0,0,0,0,0.0,0.0,0.0,0,0,42,46,91.3,0,25,0,0,0,Match Report,Brad Guzan
Sat,MLS,Regular Season,Home,D 3–3,Atlanta Utd,CF Montréal,Y*,GK,90,0,0,0,0,0,0,0,0,35,0,0,0,0,0.0,0.0,0.0,0,0,31,33,93.9,0,26,0,0,0,Match Report,Brad Guzan
Sat,MLS,Regular Season,Away,W 1–0,Atlanta Utd,D.C. United,Y*,GK,90,0,0,0,0,0,0,0,0,41,0,0,0,0,0.0,0.0,0.0,0,0,21,39,53.8,0,25,0,0,0,Match Report,Brad Guzan
Sun,MLS,Regular Season,Away,L 0–1,Atlanta Utd,Charlotte FC,Y*,GK,90,0,0,0,0,0,0,0,0,35,0,0,0,0,0.0,0.0,0.0,0,0,30,36,83.3,0,21,0,0,0,Match Report,Brad Guzan
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,Y*,GK,72,0,0,0,0,0,0,0,0,23,0,0,0,0,0.0,0.0,0.0,0,0,20,22,90.9,0,14,0,0,0,Match Report,Brad Guzan
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,N,"On matchday squad, but did not play",Match Report,Bobby Shuttleworth
Sat,MLS,Regular Season,Away,L 0–3,Atlanta Utd,Colorado Rapids,N,"On matchday squad, but did not play",Match Report,Bobby Shuttleworth
Sun,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Charlotte FC,N,"On matchday squad, but did not play",Match Report,Bobby Shuttleworth
Sat,MLS,Regular Season,Home,D 3–3,Atlanta Utd,CF Montréal,N,"On matchday squad, but did not play",Match Report,Bobby Shuttleworth
Sat,MLS,Regular Season,Away,W 1–0,Atlanta Utd,D.C. United,N,"On matchday squad, but did not play",Match Report,Bobby Shuttleworth
Sun,MLS,Regular Season,Away,L 0–1,Atlanta Utd,Charlotte FC,N,"On matchday squad, but did not play",Match Report,Bobby Shuttleworth
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,N,GK,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,2,0,0,0,Match Report,Bobby Shuttleworth
Sun,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Inter Miami,Y,GK,90,0,0,0,0,0,0,0,0,23,0,0,0,0,0.0,0.0,0.0,0,0,20,22,90.9,0,8,0,0,0,Match Report,Bobby Shuttleworth
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,CF Montréal,Y,GK,90,0,0,0,0,0,0,0,0,36,0,0,0,0,0.0,0.0,0.0,0,0,29,34,85.3,0,24,0,0,0,Match Report,Bobby Shuttleworth
Sat,MLS,Regular Season,Home,W 4–1,Atlanta Utd,Chicago Fire,Y,GK,90,0,0,0,0,0,0,0,0,53,0,0,0,0,0.0,0.0,0.0,0,0,45,50,90.0,0,35,0,0,0,Match Report,Bobby Shuttleworth
Sun,MLS,Regular Season,Home,D 2–2,Atlanta Utd,New England,Y,GK,90,0,0,0,0,0,0,0,0,28,0,0,0,0,0.0,0.0,0.0,0,0,25,27,92.6,0,19,0,0,0,Match Report,Bobby Shuttleworth
Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Nashville,Y,GK,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0.0,0.0,0.0,0,0,21,26,80.8,0,14,0,0,0,Match Report,Bobby Shuttleworth
Sat,MLS,Regular Season,Home,L 1–2,Atlanta Utd,Columbus Crew,Y,GK,90,0,0,0,0,0,0,0,0,25,1,0,0,0,0.0,0.0,0.0,0,0,23,24,95.8,0,15,0,0,0,Match Report,Bobby Shuttleworth
Sun,MLS,Regular Season,Home,W 2–0,Atlanta Utd,Inter Miami,N,"On matchday squad, but did not play",Match Report,Bobby Shuttleworth
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Toronto FC,N,"On matchday squad, but did not play",Match Report,Bobby Shuttleworth
Thu,MLS,Regular Season,Away,L 1–2,Atlanta Utd,NY Red Bulls,N,"On matchday squad, but did not play",Match Report,Bobby Shuttleworth
Sun,MLS,Regular Season,Away,D 2–2,Atlanta Utd,NYCFC,N,"On matchday squad, but did not play",Match Report,Bobby Shuttleworth
Sat,MLS,Regular Season,Away,L 0–3,Atlanta Utd,Colorado Rapids,N,LW,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,3,0,0,0,Match Report,Aiden McFadden
Sat,USL Champ,Regular Season,Away,L 0–1,Atlanta 2,Louisville City,Y,RB,90,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Aiden McFadden
Wed,USL Champ,Regular Season,Home,L 0–1,Atlanta 2,Red Bulls II,Y,RB,18,0,0,0,0,0,0,0,1,,,,0,,,,,,,,,,,,,,,Match Report,Aiden McFadden
,,,,,,,,,,Aiden McFadden
Sun,USL Champ,Regular Season,Home,W 4–1,Atlanta 2,Charleston,Y,RB,90,0,0,0,0,2,1,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Aiden McFadden
Sat,USL Champ,Regular Season,Away,W 2–1,Atlanta 2,Hartford,Y,LB,90,0,0,0,0,1,0,1,0,,,,0,,,,,,,,,,,,,,,Match Report,Aiden McFadden
Sat,USL Champ,Regular Season,Home,L 0–4,Atlanta 2,Detroit City,Y,LB,90,0,0,0,0,3,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Aiden McFadden
Sat,USL Champ,Regular Season,Away,L 1–2,Atlanta 2,Indy Eleven,Y,RB,90,0,0,0,0,1,1,0,0,,,,2,,,,,,,,,,,,,,,Match Report,Aiden McFadden
Sat,USL Champ,Regular Season,Away,L 0–4,Atlanta 2,Pittsburgh,Y,RM,90,0,0,0,0,1,0,1,0,,,,0,,,,,,,,,,,,,,,Match Report,Aiden McFadden
Wed,USL Champ,Regular Season,Home,L 0–4,Atlanta 2,Louisville City,Y,AM,90,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Aiden McFadden
Sat,USL Champ,Regular Season,Away,L 1–3,Atlanta 2,Detroit City,Y,LB,69,0,0,0,0,0,0,1,0,,,,2,,,,,,,,,,,,,,,Match Report,Aiden McFadden
Fri,USL Champ,Regular Season,Home,D 0–0,Atlanta 2,Orange County,Y,RB,90,0,0,0,0,1,1,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Aiden McFadden
Wed,USL Champ,Regular Season,Home,L 3–4,Atlanta 2,RGV Toros,Y,CB,90,0,0,0,0,4,1,0,0,,,,2,,,,,,,,,,,,,,,Match Report,Aiden McFadden
Sat,USL Champ,Regular Season,Away,L 2–5,Atlanta 2,Memphis,Y,RB,60,0,0,0,0,2,0,0,0,,,,1,,,,,,,,,,,,,,,Match Report,Aiden McFadden
Sat,USL Champ,Regular Season,Home,W 2–0,Atlanta 2,Loudoun Utd,N,,28,0,0,0,0,1,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Aiden McFadden
Sun,MLS,Regular Season,Home,W 2–0,Atlanta Utd,Inter Miami,N,"On matchday squad, but did not play",Match Report,Aiden McFadden
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Toronto FC,Y,RB,81,0,0,0,0,3,0,0,0,60,10,3,1,1,0.2,0.2,0.0,2,0,40,49,81.6,2,35,7,4,4,Match Report,Aiden McFadden
Thu,MLS,Regular Season,Away,L 1–2,Atlanta Utd,NY Red Bulls,Y,WB,90,0,0,0,0,0,0,0,0,56,11,0,1,4,0.0,0.0,0.7,4,0,34,42,81.0,3,25,6,1,4,Match Report,Aiden McFadden
Sun,MLS,Regular Season,Away,D 2–2,Atlanta Utd,NYCFC,Y,"RB,LB",90,0,0,0,0,1,0,1,0,60,15,2,0,1,0.0,0.0,0.0,2,0,35,54,64.8,6,37,6,2,2,Match Report,Aiden McFadden
Sat,MLS,Regular Season,Home,L 0–3,Atlanta Utd,Austin FC,Y,RB,66,0,0,0,0,0,0,0,0,45,8,1,1,3,0.0,0.0,0.1,2,0,26,37,70.3,0,29,7,1,2,Match Report,Aiden McFadden
Wed,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Real Salt Lake,Y,WB,76,0,0,0,0,1,1,0,0,53,11,3,2,1,0.0,0.0,0.3,1,0,34,42,81.0,0,29,3,1,1,Match Report,Aiden McFadden
Sun,MLS,Regular Season,Home,D 1–1,Atlanta Utd,Orlando City,Y,WB,59,0,0,0,0,0,0,1,0,39,6,1,0,0,0.0,0.0,0.0,1,0,31,36,86.1,2,30,4,0,1,Match Report,Aiden McFadden
Fri,WCQ,WCQ — CONMEBOL (M),Away,L 0–3,ve Venezuela,co Colombia,Y,RB,90,0,0,0,0,1,1,0,0,,,,2,,,,,,,,,,,,,,,Match Report,Ronald Hernández
Tue,WCQ,WCQ — CONMEBOL (M),Home,L 0–1,ve Venezuela,py Paraguay,N,,14,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Ronald Hernández
,,,,,,,,,,Ronald Hernández
Thu,WCQ,WCQ — CONMEBOL (M),Home,L 1–3,ve Venezuela,ar Argentina,N,,24,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Ronald Hernández
Sun,WCQ,WCQ — CONMEBOL (M),Away,L 0–1,ve Venezuela,pe Peru,Y,RB,90,0,0,0,0,1,0,0,0,,,,4,,,,,,,,,,,,,,,Match Report,Ronald Hernández
,,,,,,,,,,Ronald Hernández
Thu,WCQ,WCQ — CONMEBOL (M),Home,L 1–3,ve Venezuela,br Brazil,Y,RB,90,0,0,0,0,0,0,1,0,,,,1,,,,,,,,,,,,,,,Match Report,Ronald Hernández
Sun,WCQ,WCQ — CONMEBOL (M),Home,W 2–1,ve Venezuela,ec Ecuador,Y,RB,90,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,,,,,,,Match Report,Ronald Hernández
Thu,WCQ,WCQ — CONMEBOL (M),Away,L 0–3,ve Venezuela,cl Chile,Y,RB,45,0,0,0,0,0,0,1,0,,,,2,,,,,,,,,,,,,,,Match Report,Ronald Hernández
,,,,,,,,,,Ronald Hernández
Tue,WCQ,WCQ — CONMEBOL (M),Home,L 1–2,ve Venezuela,pe Peru,Y,RB,90,0,1,0,0,1,0,1,0,,,,2,,,,,,,,,,,,,,,Match Report,Ronald Hernández
Fri,WCQ,WCQ — CONMEBOL (M),Home,W 4–1,ve Venezuela,bo Bolivia,Y,RB,90,0,0,0,0,1,0,0,0,,,,1,,,,,,,,,,,,,,,Match Report,Ronald Hernández
Tue,WCQ,WCQ — CONMEBOL (M),Away,L 1–4,ve Venezuela,uy Uruguay,Y,RB,90,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,Match Report,Ronald Hernández
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,Y,RB,90,0,0,0,0,0,0,0,0,73,12,3,4,4,0.0,0.0,0.2,1,0,54,61,88.5,4,35,1,0,0,Match Report,Ronald Hernández
Sat,MLS,Regular Season,Away,L 0–3,Atlanta Utd,Colorado Rapids,Y,RB,90,0,0,0,0,0,0,1,0,82,7,1,6,3,0.0,0.0,0.0,1,0,61,74,82.4,3,48,9,1,1,Match Report,Ronald Hernández
Sun,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Charlotte FC,Y,RB,82,0,0,0,0,0,0,0,0,65,5,0,2,1,0.0,0.0,0.0,2,0,49,59,83.1,3,40,3,0,1,Match Report,Ronald Hernández
Sat,MLS,Regular Season,Home,D 3–3,Atlanta Utd,CF Montréal,Y,RB,45,0,0,0,0,0,0,0,0,38,4,0,2,0,0.0,0.0,0.0,1,0,28,35,80.0,3,28,7,0,0,Match Report,Ronald Hernández
Fri,WCQ,WCQ — CONMEBOL (M),Away,L 0–3,ve Venezuela,ar Argentina,N,"On matchday squad, but did not play",Match Report,Ronald Hernández
Tue,WCQ,WCQ — CONMEBOL (M),Home,L 0–1,ve Venezuela,co Colombia,Y,RB,90,0,0,0,0,0,0,1,0,,,,1,,,,,,,,,,,,,,,Match Report,Ronald Hernández
Sat,MLS,Regular Season,Away,W 1–0,Atlanta Utd,D.C. United,N,"On matchday squad, but did not play",Match Report,Ronald Hernández
Sun,MLS,Regular Season,Away,L 0–1,Atlanta Utd,Charlotte FC,N,"On matchday squad, but did not play",Match Report,Ronald Hernández
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,N,"On matchday squad, but did not play",Match Report,Ronald Hernández
Sun,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Inter Miami,N,"On matchday squad, but did not play",Match Report,Ronald Hernández
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,CF Montréal,N,"On matchday squad, but did not play",Match Report,Ronald Hernández
Sat,MLS,Regular Season,Home,W 4–1,Atlanta Utd,Chicago Fire,N,LB,10,0,0,0,0,0,0,0,0,6,2,0,0,0,0.0,0.0,0.0,1,0,6,6,100.0,0,4,1,0,0,Match Report,Ronald Hernández
Sun,MLS,Regular Season,Home,D 2–2,Atlanta Utd,New England,N,"On matchday squad, but did not play",Match Report,Ronald Hernández
Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Nashville,N,"CB,LB",45,0,0,0,0,0,0,0,0,26,8,3,1,0,0.0,0.0,0.0,1,0,21,22,95.5,2,19,2,0,0,Match Report,Ronald Hernández
Sat,MLS,Regular Season,Home,L 1–2,Atlanta Utd,Columbus Crew,Y,RB,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,1,0,0,0,Match Report,Ronald Hernández
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,N,"On matchday squad, but did not play",Match Report,Alex DeJohn
Sat,MLS,Regular Season,Away,L 0–3,Atlanta Utd,Colorado Rapids,N,"On matchday squad, but did not play",Match Report,Alex DeJohn
Sun,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Charlotte FC,N,"On matchday squad, but did not play",Match Report,Alex DeJohn
Sat,MLS,Regular Season,Home,D 3–3,Atlanta Utd,CF Montréal,N,"On matchday squad, but did not play",Match Report,Alex DeJohn
Sun,USL Champ,Regular Season,Home,W 4–1,Atlanta 2,Charleston,Y,CB,90,0,0,0,0,1,1,0,0,,,,6,,,,,,,,,,,,,,,Match Report,Alex DeJohn
Sun,MLS,Regular Season,Away,L 0–1,Atlanta Utd,Charlotte FC,N,"On matchday squad, but did not play",Match Report,Alex DeJohn
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,N,"On matchday squad, but did not play",Match Report,Alex DeJohn
Sun,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Inter Miami,N,"On matchday squad, but did not play",Match Report,Alex DeJohn
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,CF Montréal,N,"On matchday squad, but did not play",Match Report,Alex DeJohn
Sat,MLS,Regular Season,Home,W 4–1,Atlanta Utd,Chicago Fire,N,CB,73,0,0,0,0,1,0,0,0,74,7,2,2,1,0.1,0.1,0.0,0,0,60,63,95.2,2,57,0,1,1,Match Report,Alex DeJohn
Sun,MLS,Regular Season,Home,D 2–2,Atlanta Utd,New England,Y,CB,90,0,0,0,0,1,0,0,0,75,10,2,0,5,0.0,0.0,0.0,0,0,55,62,88.7,2,50,6,0,0,Match Report,Alex DeJohn
Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Nashville,Y,CB,73,0,0,0,0,1,0,0,0,51,5,0,4,0,0.1,0.1,0.0,2,0,41,46,89.1,3,34,3,0,0,Match Report,Alex DeJohn
Sat,MLS,Regular Season,Home,L 1–2,Atlanta Utd,Columbus Crew,Y,CB,90,0,0,0,0,4,1,0,0,69,13,1,3,1,0.2,0.2,0.0,0,0,48,57,84.2,2,42,4,0,0,Match Report,Alex DeJohn
Sun,MLS,Regular Season,Home,W 2–0,Atlanta Utd,Inter Miami,N,"On matchday squad, but did not play",Match Report,Alex DeJohn
Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Toronto FC,N,"On matchday squad, but did not play",Match Report,Alex DeJohn
Thu,MLS,Regular Season,Away,L 1–2,Atlanta Utd,NY Red Bulls,Y,CB,90,0,0,0,0,0,0,0,0,75,11,4,2,3,0.0,0.0,0.0,1,0,46,58,79.3,0,40,3,0,0,Match Report,Alex DeJohn
Sun,MLS,Regular Season,Away,D 2–2,Atlanta Utd,NYCFC,N,"On matchday squad, but did not play",Match Report,Alex DeJohn
Sat,MLS,Regular Season,Home,L 0–3,Atlanta Utd,Austin FC,N,"On matchday squad, but did not play",Match Report,Alex DeJohn
Wed,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Real Salt Lake,N,"On matchday squad, but did not play",Match Report,Alex DeJohn
Sun,MLS,Regular Season,Home,D 1–1,Atlanta Utd,Orlando City,N,"On matchday squad, but did not play",Match Report,Alex DeJohn
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,Y,DM,90,0,0,0,0,1,0,1,0,69,13,0,4,3,0.0,0.0,0.0,2,1,50,61,82.0,2,43,4,1,1,Match Report,Osvaldo Alonso
,,,,,,,,,,Osvaldo Alonso
Sun,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Charlotte FC,Y,DM,90,0,0,0,0,0,0,1,0,63,18,0,1,0,0.0,0.0,0.0,2,0,51,58,87.9,4,41,1,0,0,Match Report,Osvaldo Alonso
Sat,MLS,Regular Season,Home,D 3–3,Atlanta Utd,CF Montréal,Y,DM,90,0,0,0,0,0,0,0,0,87,15,3,0,2,0.0,0.0,0.0,2,1,77,83,92.8,9,74,4,1,1,Match Report,Osvaldo Alonso
Sat,MLS,Regular Season,Away,W 1–0,Atlanta Utd,D.C. United,Y,DM,61,0,0,0,0,0,0,0,0,47,13,4,1,2,0.0,0.0,0.0,1,0,33,37,89.2,2,29,2,1,1,Match Report,Osvaldo Alonso
Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Sporting KC,Y,LW,63,0,0,0,0,1,1,0,0,31,10,1,1,3,0.0,0.0,0.0,3,1,13,19,68.4,2,19,4,1,2,Match Report,Tyler Wolff
Sat,MLS,Regular Season,Away,L 0–3,Atlanta Utd,Colorado Rapids,Y,LW,89,0,0,0,0,2,1,0,0,33,14,1,2,1,0.2,0.2,0.1,2,0,16,21,76.2,2,22,2,1,3,Match Report,Tyler Wolff
Sun,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Charlotte FC,Y,LW,55,0,0,0,0,1,0,0,0,32,16,1,1,1,0.1,0.1,0.0,2,0,15,20,75.0,2,19,1,1,2,Match Report,Tyler Wolff
Sat,MLS,Regular Season,Home,D 3–3,Atlanta Utd,CF Montréal,Y,AM,45,0,0,0,0,0,0,0,0,26,19,0,0,1,0.0,0.0,0.0,0,0,14,17,82.4,0,24,1,1,2,Match Report,Tyler Wolff
Sat,MLS,Regular Season,Away,W 1–0,Atlanta Utd,D.C. United,N,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Match Report,Tyler Wolff
Sun,MLS,Regular Season,Away,L 0–1,Atlanta Utd,Charlotte FC,N,"On matchday squad, but did not play",Match Report,Tyler Wolff
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,N,"On matchday squad, but did not play",Match Report,Tyler Wolff
,,,,,,,,,,Tyler Wolff
Sat,MLS,Regular Season,Home,W 4–1,Atlanta Utd,Chicago Fire,N,"On matchday squad, but did not play",Match Report,Tyler Wolff
Sun,MLS,Regular Season,Home,D 2–2,Atlanta Utd,New England,N,"On matchday squad, but did not play",Match Report,Tyler Wolff
Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Nashville,N,"On matchday squad, but did not play",Match Report,Tyler Wolff
Sat,MLS,Regular Season,Home,L 1–2,Atlanta Utd,Columbus Crew,N,"On matchday squad, but did not play",Match Report,Tyler Wolff
Sun,MLS,Regular Season,Home,W 2–1,Atlanta Utd,Charlotte FC,N,"On matchday squad, but did not play",Match Report,Santiago Sosa
Sat,MLS,Regular Season,Home,D 3–3,Atlanta Utd,CF Montréal,N,CM,12,0,0,0,0,0,0,1,0,11,3,0,0,0,0.0,0.0,0.0,0,0,11,11,100.0,0,9,1,0,0,Match Report,Santiago Sosa
Sat,MLS,Regular Season,Away,W 1–0,Atlanta Utd,D.C. United,N,DM,45,0,0,0,0,0,0,0,0,46,8,2,3,1,0.0,0.0,0.0,0,0,34,40,85.0,4,33,2,0,0,Match Report,Santiago Sosa
Sun,MLS,Regular Season,Away,L 0–1,Atlanta Utd,Charlotte FC,Y,DM,80,0,0,0,0,0,0,0,0,49,11,1,2,0,0.0,0.0,0.0,4,0,38,45,84.4,3,32,0,0,0,Match Report,Santiago Sosa
Sat,MLS,Regular Season,Home,D 0–0,Atlanta Utd,FC Cincinnati,Y,DM,89,0,0,0,0,3,1,0,0,77,13,3,1,0,0.1,0.1,0.2,5,0,60,65,92.3,9,53,1,1,1,Match Report,Santiago Sosa
Sun,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Inter Miami,Y,DM,89,0,0,0,0,0,0,0,0,79,7,0,2,1,0.0,0.0,0.1,3,0,69,76,90.8,15,57,8,0,0,Match Report,Santiago Sosa
,,,,,,,,,,Santiago Sosa
Sat,MLS,Regular Season,Home,W 4–1,Atlanta Utd,Chicago Fire,N,DM,10,0,0,0,0,0,0,0,0,12,3,1,0,1,0.0,0.0,0.0,0,0,9,10,90.0,1,7,0,0,0,Match Report,Santiago Sosa
